"Dataset","F1","AUC","ER","RI","MCC","AP","RR","Popt","ACC"
"ECLIPSE-2007","1.5","0.31","4.06","8.54","2.5","3.46","0","0.89","4.3"
"ECLIPSE-2007","2.07","0.2","5.63","11.77","3.03","3.11","0","1.21","5.26"
"ECLIPSE-2007","[0.25,3.89]","[0.14,0.44]","[0.52,7.4]","[1.11,15.54]","[0.21,4.41]","[1.29,5.37]","[0,0]","[0.13,2.28]","[0.81,7.48]"
"Metrics-Repo-2010","6.25","2.84","12.78","18.13","16.58","4.31","21.17","12.74","21.05"
"Metrics-Repo-2010","6.78","3.45","18.05","20.95","18.75","7.05","49.19","20.14","39.52"
"Metrics-Repo-2010","[4.64,8.53]","[2.09,3.92]","[9.06,18.48]","[13.43,23.49]","[12.41,22.48]","[2.88,6.89]","[11.55,41.03]","[8.8,19.12]","[14.5,39.04]"
"JIRA-HA-2019","5.3","0.58","3.48","10.4","4.43","6.19","34.25","2.72","11.61"
"JIRA-HA-2019","5.19","0.47","3.09","8.61","4.05","5.91","47.81","4.62","23.13"
"JIRA-HA-2019","[3.92,7.3]","[0.44,0.74]","[2.64,4.57]","[8.01,13.23]","[3.35,5.92]","[4.88,8.83]","[21.46,50.72]","[1.83,5.53]","[6.75,27.8]"
"JIRA-RA-2019","4.6","0.5","3.37","9.39","4.06","5.49","25.7","2.92","13.79"
"JIRA-RA-2019","5.26","0.44","3.94","8.86","3.8","4.05","36.82","4.37","29.3"
"JIRA-RA-2019","[3.35,6.75]","[0.39,0.66]","[2.41,4.88]","[7.24,12.42]","[3.17,5.44]","[4.37,6.8]","[15.56,36.88]","[1.98,5.35]","[8.44,34.71]"
"MA-SZZ-2020","4.25","0.56","4.07","9.91","5.58","6.51","15.16","2.18","10.62"
"MA-SZZ-2020","4.93","0.74","5.64","12.43","5.75","11.53","42.76","1.97","14.88"
"MA-SZZ-2020","[3.7,5.05]","[0.49,0.71]","[3.39,5]","[8.41,11.97]","[4.88,6.49]","[5.24,8.48]","[10.24,22.15]","[1.91,2.45]","[8.97,12.96]"
"IND-JLMIV+R-2020","8.65","1.25","5.85","19.81","8.64","10.02","27.77","2.76","13.68"
"IND-JLMIV+R-2020","17.1","2.7","16.05","91.75","15.74","12.58","75.84","3.5","18.72"
"IND-JLMIV+R-2020","[7.38,12.27]","[1.01,1.65]","[4.61,8.99]","[13.87,41.84]","[7.42,11.36]","[8.83,11.65]","[21.09,40.93]","[2.43,3.2]","[11.67,16.01]"
